"Time stamp","Electricity from grid (year 1 hourly) | (kWh)","Electricity from system to load (year 1 hourly) | (kWh)","System power generated | (kW)","TOU period for demand charges (year 1 hourly)","TOU period for energy charges (year 1 hourly)","Electricity load (year 1) | (kW)","Bill load (year 1) | (kWh)","Demand charge with system (year 1 hourly) | ($)","Demand charge without system (year 1 hourly) | ($)","Electricity peak from grid per TOU period (year 1 hourly) | (kW)","Electricity peak from system to load (year 1 hourly) | (kW)","Electricity sales/purchases with system (year 1 hourly) | ($)","Electricity sales/purchases without system (year 1 hourly) | ($)","Electricity to grid (year 1 hourly) | (kWh)","Electricity to/from grid (year 1 hourly) | (kWh)","Electricity to/from grid peak (year 1 hourly) | (kW)","Energy charge with system (year 1 hourly) | ($)","Energy charge without system (year 1 hourly) | ($)","Lifetime electricity load | (kW)","AC wiring loss | (kW)","Absolute air mass","Array DC power | (kW)","Array DC power loss due to snow | (kW)","Array POA beam radiation after shading and soiling | (kW)","Array POA front-side beam radiation nominal | (kW)","Array POA front-side total radiation after cover | (kW)","Array POA front-side total radiation after shading and soiling | (kW)","Array POA front-side total radiation after shading only | (kW)","Array POA front-side total radiation nominal | (kW)","Array POA radiation total after cover | (kW)","Array POA rear-side total radiation after cover | (kW)","Inverter DC input voltage at MPPT 1 | (V)","Inverter clipping loss AC power limit | (kW)","Inverter clipping loss DC MPPT voltage limits | (kW)","Inverter efficiency | (%)","Inverter night time loss | (kW)","Inverter power consumption loss | (kW)","Inverter thermal derate loss | (kW)","Inverter total power loss | (kW)","Irradiance DHI from weather file | (W/m2)","Irradiance DNI from weather file | (W/m2)","Irradiance GHI calculated | (W/m2)","Irradiance GHI from weather file | (W/m2)","Subarray 1 Angle of incidence | (deg)","Subarray 1 Angle of incidence Modifier | (0-1)","Subarray 1 Axis rotation for 1 axis trackers | (deg)","Subarray 1 Axis rotation ideal for 1 axis trackers | (deg)","Subarray 1 Cell temperature | (C)","Subarray 1 External shading and soiling beam irradiance factor | (frac)","Subarray 1 Module efficiency | (%)","Subarray 1 Open circuit voltage | (V)","Subarray 1 Operating voltage | (V)","Subarray 1 POA front beam irradiance after shading and soiling | (W/m2)","Subarray 1 POA front diffuse irradiance after shading and soiling | (W/m2)","Subarray 1 POA total front irradiance after module cover | (W/m2)","Subarray 1 POA total front irradiance after shading and soiling | (W/m2)","Subarray 1 POA total front irradiance after shading only | (W/m2)","Subarray 1 POA total front irradiance nominal | (W/m2)","Subarray 1 POA total irradiance after module cover | (W/m2)","Subarray 1 POA total rear irradiance after module cover | (W/m2)","Subarray 1 Partial external shading DC factor | (frac)","Subarray 1 Self-shading linear beam irradiance factor | (frac)","Subarray 1 Self-shading non-linear DC factor | (frac)","Subarray 1 Self-shading non-linear ground diffuse irradiance factor | (frac)","Subarray 1 Self-shading non-linear sky diffuse irradiance factor | (frac)","Subarray 1 Short circuit current | (A)","Subarray 1 Soiling beam irradiance factor | (frac)","Subarray 1 Surface azimuth | (deg)","Subarray 1 Surface tilt | (deg)","Sun altitude angle | (deg)","Sun azimuth angle | (deg)","Sun position time | (hour)","Sun up over horizon | (0/1/2/3)","Sun zenith angle | (deg)","Transformer load loss | (kW)","Transformer no load loss | (kW)","Transformer total loss | (kW)","Transmission loss | (kW)","Weather file albedo","Weather file ambient temperature | (C)","Weather file snow depth | (cm)","Weather file wind speed | (m/s)"
"Jan 2, 11:00 pm",0.907894,-0.0009999,-0.0009999,1,1,0.906894,0.906894,0,0,0,-0.0009999,0,0,0,-0.907894,-0.907894,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,10,nan,1.7
"Jan 3, 12:00 am",0.640388,-0.0009999,-0.0009999,1,1,0.639388,0.639388,0,0,0,-0.0009999,0,0,0,-0.640388,-0.640388,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,10,nan,1.6
"Jan 3, 01:00 am",0.542887,-0.0009999,-0.0009999,1,1,0.541887,0.541887,0,0,0,-0.0009999,0,0,0,-0.542887,-0.542887,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,9,nan,1.6
"Jan 3, 02:00 am",0.509783,-0.0009999,-0.0009999,1,1,0.508783,0.508783,0,0,0,-0.0009999,0,0,0,-0.509783,-0.509783,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,9,nan,1.6
"Jan 3, 03:00 am",0.504727,-0.0009999,-0.0009999,1,1,0.503727,0.503727,0,0,0,-0.0009999,0,0,0,-0.504727,-0.504727,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,8,nan,1.6
"Jan 3, 04:00 am",0.510234,-0.0009999,-0.0009999,1,1,0.509234,0.509234,0,0,0,-0.0009999,0,0,0,-0.510234,-0.510234,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,8,nan,1.6
"Jan 3, 05:00 am",0.563795,-0.0009999,-0.0009999,1,1,0.562795,0.562795,0,0,0,-0.0009999,0,0,0,-0.563795,-0.563795,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,8,nan,1.6
"Jan 3, 06:00 am",0.755714,-0.0009999,-0.0009999,1,1,0.754714,0.754714,0,0,0,-0.0009999,0,0,0,-0.755714,-0.755714,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,8,nan,1.7
"Jan 3, 07:00 am",1.06287,-0.0009999,-0.0009999,1,1,1.06187,1.06187,0,0,0,-0.0009999,0,0,0,-1.06287,-1.06287,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,9,nan,1.7
"Jan 3, 08:00 am",0.487832,0.500426,0.500426,1,1,0.988258,0.988258,0,0,0,0.500426,0,0,0,-0.487832,-0.487832,0,0,0,0.00505481,10.9535,0.533675,0,3.1425,3.3079,3.38506,4.18945,4.40994,4.40994,3.38506,0,394.711,0,0,94.717,0,0.0164886,0,0.0281942,40,585,84.8205,nan,75.6623,0.807997,0,0,17.0056,0.95,13.3305,450.411,394.711,137.624,45.8502,148.247,183.474,193.131,193.131,148.247,0,0,0,0,0,0,0.751453,0.95,180,20,4.39409,121.001,8,1,85.6059,0,0,0,0,0.2,13,nan,1.9
"Jan 3, 09:00 am",0,0.826397,1.65198,1,1,0.826397,0.826397,0,0,0,0.826397,0,0,0.825583,0.825583,0.825583,0,0,0,0.0166867,3.79032,1.72371,0,7.65113,8.05383,8.71742,9.36762,9.86066,9.86066,8.71742,0,394.703,0,0,96.8068,0,0.0107101,0,0.0550414,59,785,254.661,nan,63.3003,0.930591,0,0,26.8622,0.95,19.2557,456.935,394.703,335.076,75.1725,381.774,410.249,431.841,431.841,381.774,0,0,0,0,0,0,2.43169,0.95,180,20,14.4331,130.496,9,1,75.5669,0,0,0,0,0.2,16,nan,1.7
"Jan 3, 10:00 am",0,0.819111,2.46508,1,2,0.819111,0.819111,0,0,0,0.819111,0,0,1.64597,1.64597,1.64597,0,0,0,0.0248998,2.43137,2.57024,0,11.6382,12.2508,13.3105,13.7009,14.422,14.422,13.3105,0,385.728,0,0,96.8772,0,0.00654904,0,0.0802624,70,871,411.587,nan,51.9772,0.971507,0,0,35.8152,0.95,19.6314,452.692,385.728,509.688,90.3317,582.924,600.02,631.6,631.6,582.924,0,0,0,0,0,0,3.71856,0.95,180,20,23.0901,141.859,10,1,66.9099,0,0,0,0,0.2,19,nan,1.5
"Jan 3, 11:00 am",0,0.829634,2.97835,1,2,0.829634,0.829634,0,0,0,0.829634,0,0,2.14872,2.14872,2.14872,0,0,0,0.0300844,1.93398,3.10722,0,14.4736,15.2353,16.3892,16.6385,17.5142,17.5142,16.3892,0,381.373,0,0,96.821,0,0.00395569,0,0.09878,77,908,525.679,nan,42.7075,0.985021,0,0,39.7706,0.95,19.5427,451.202,381.373,633.86,94.8101,717.756,728.67,767.022,767.022,717.756,0,0,0,0,0,0,4.55221,0.95,180,20,29.613,155.459,11,1,60.387,0,0,0,0,0.2,21,nan,1.9
"Jan 3, 12:00 pm",0,0.814788,2.4727,1,2,0.814788,0.814788,0,0,0,0.814788,0,0,1.65791,1.65791,1.65791,0,0,0,0.0249768,1.74504,2.57824,0,8.47797,8.92418,13.5258,13.814,14.541,14.541,13.5258,0,385.04,0,0,96.8751,0,0.00650672,0,0.0805682,202,490,470.528,nan,37.0976,0.979139,0,0,36.3516,0.95,19.5313,452.09,385.04,371.287,233.687,592.353,604.974,636.814,636.814,592.353,0,0,0,0,0,0,3.73731,0.95,180,20,33.2311,171.097,12,1,56.7689,0,0,0,0,0.2,22,nan,2.3
"Jan 3, 01:00 pm",0.284035,0.508001,0.508001,1,2,0.792036,0.792036,0,0,0,0.508001,0,0,0,-0.284035,-0.284035,0,0,0,0.00513132,1.73846,0.541468,0,0,0,2.86283,2.99578,3.15345,3.15345,2.86283,0,382.525,0,0,94.7668,0,0.0162485,0,0.0283361,142,0,142,nan,36.8688,0.955619,0,0,25.9756,0.95,18.9142,438.956,382.525,0,131.198,125.376,131.198,138.103,138.103,125.376,0,0,0,0,0,0,0.788203,0.95,180,20,33.3739,187.638,13,1,56.6261,0,0,0,0,0.2,23,nan,2.5
"Jan 3, 02:00 pm",0,0.792231,1.03549,1,2,0.792231,0.792231,0,0,0,0.792231,0,0,0.243255,0.243255,0.243255,0,0,0,0.0104595,1.91054,1.08561,0,1.28742,1.35518,5.64608,5.86136,6.16986,6.16986,5.64608,0,387.175,0,0,96.346,0,0.0137056,0,0.0396681,200,80,240.02,nan,42.1093,0.963271,0,0,28.9524,0.95,19.3821,446.615,387.175,56.3819,200.313,247.266,256.694,270.205,270.205,247.266,0,0,0,0,0,0,1.56191,0.95,180,20,30.0164,203.402,14,1,59.9836,0,0,0,0,0.2,23,nan,2.4
"Jan 3, 03:00 pm",0,0.854486,2.25484,1,3,0.854486,0.854486,0,0,0,0.854486,0,0,1.40035,1.40035,1.40035,0,0,0,0.0227761,2.37332,2.35118,0,10.9109,11.4851,12.2656,12.5999,13.263,13.263,12.2656,0,382.998,0,0,96.871,0,0.00758342,0,0.0735684,59,802,381.314,nan,51.1589,0.973471,0,0,37.4705,0.95,19.5275,449.124,382.998,477.835,73.9674,537.164,551.803,580.845,580.845,537.164,0,0,0,0,0,0,3.42692,0.95,180,20,23.6963,217.185,15,1,66.3037,0,0,0,0,0.2,22,nan,1.5
"Jan 3, 04:00 pm",0,1.08368,1.313,1,3,1.08368,1.08368,0,0,0,1.08368,0,0,0.229318,0.229318,0.229318,0,0,0,0.0132626,3.61294,1.3726,0,6.23843,6.56676,7.02903,7.51412,7.9096,7.9096,7.02903,0,389.278,0,0,96.6238,0,0.0123493,0,0.0463413,41,620,203.36,nan,62.3642,0.935442,0,0,29.2799,0.95,19.1157,450.114,389.278,273.208,55.8682,307.832,329.076,346.396,346.396,307.832,0,0,0,0,0,0,1.96425,0.95,180,20,15.1811,228.72,16,1,74.8189,0,0,0,0,0.2,19,nan,1
"Jan 3, 05:00 pm",1.50376,-0.0009999,-0.0009999,1,3,1.50276,1.50276,0,0,0,-0.0009999,0,0,0,-1.50376,-1.50376,0,0,0,9.9e-06,9.5316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,74.6815,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,180,20,5.2175,238.349,17,1,84.7825,0,0,0,0,0.2,18,nan,1.1
"Jan 3, 06:00 pm",1.77848,-0.0009999,-0.0009999,1,3,1.77748,1.77748,0,0,0,-0.0009999,0,0,0,-1.77848,-1.77848,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,17,nan,1.1
"Jan 3, 07:00 pm",1.72957,-0.0009999,-0.0009999,1,3,1.72857,1.72857,0,0,0,-0.0009999,0,0,0,-1.72957,-1.72957,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,15,nan,1.2
"Jan 3, 08:00 pm",1.60113,-0.0009999,-0.0009999,1,1,1.60013,1.60013,0,0,0,-0.0009999,0,0,0,-1.60113,-1.60113,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,13,nan,1.3
"Jan 3, 09:00 pm",1.45926,-0.0009999,-0.0009999,1,1,1.45826,1.45826,0,0,0,-0.0009999,0,0,0,-1.45926,-1.45926,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,11,nan,1.4
"Jan 3, 10:00 pm",1.18262,-0.0009999,-0.0009999,1,1,1.18162,1.18162,0,0,0,-0.0009999,0,0,0,-1.18262,-1.18262,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,9,nan,1.5
"Jan 3, 11:00 pm",0.907894,-0.0009999,-0.0009999,1,1,0.906894,0.906894,0,0,0,-0.0009999,0,0,0,-0.907894,-0.907894,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,9,nan,1.6
"Jan 4, 12:00 am",0.641133,-0.0009999,-0.0009999,1,1,0.640133,0.640133,0,0,0,-0.0009999,0,0,0,-0.641133,-0.641133,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,8,nan,1.8
"Jan 4, 01:00 am",0.544341,-0.0009999,-0.0009999,1,1,0.543341,0.543341,0,0,0,-0.0009999,0,0,0,-0.544341,-0.544341,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,7,nan,1.8
"Jan 4, 02:00 am",0.513715,-0.0009999,-0.0009999,1,1,0.512715,0.512715,0,0,0,-0.0009999,0,0,0,-0.513715,-0.513715,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,7,nan,1.6
"Jan 4, 03:00 am",0.513022,-0.0009999,-0.0009999,1,1,0.512022,0.512022,0,0,0,-0.0009999,0,0,0,-0.513022,-0.513022,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,7,nan,1.4
"Jan 4, 04:00 am",0.521325,-0.0009999,-0.0009999,1,1,0.520325,0.520325,0,0,0,-0.0009999,0,0,0,-0.521325,-0.521325,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,7,nan,1.3
"Jan 4, 05:00 am",0.5765,-0.0009999,-0.0009999,1,1,0.5755,0.5755,0,0,0,-0.0009999,0,0,0,-0.5765,-0.5765,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,6,nan,1.3
"Jan 4, 06:00 am",0.797508,-0.0009999,-0.0009999,1,1,0.796508,0.796508,0,0,0,-0.0009999,0,0,0,-0.797508,-0.797508,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,6,nan,1.3
"Jan 4, 07:00 am",1.065,-0.0009999,-0.0009999,1,1,1.064,1.064,0,0,0,-0.0009999,0,0,0,-1.065,-1.065,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,7,nan,1.3
"Jan 4, 08:00 am",0.488116,0.510072,0.510072,1,1,0.998188,0.998188,0,0,0,0.510072,0,0,0,-0.488116,-0.488116,0,0,0,0.00515224,10.9897,0.543606,0,3.44499,3.62631,3.4278,4.30181,4.52823,4.52823,3.4278,0,399.015,0,0,94.7789,0,0.0165118,0,0.0283822,36,644,85.135,nan,75.7235,0.796826,0,0,14.0726,0.95,13.2238,454.527,399.015,150.871,37.524,150.118,188.395,198.311,198.311,150.118,0,0,0,0,0,0,0.75674,0.95,180,20,4.37572,120.856,8,1,85.6243,0,0,0,0,0.2,10,nan,1.9
"Jan 4, 09:00 am",0,0.839782,1.73693,1,1,0.839782,0.839782,0,0,0,0.839782,0,0,0.897144,0.897144,0.897144,0,0,0,0.0175447,3.79033,1.81165,0,8.19459,8.62589,9.06407,9.75048,10.2637,10.2637,9.06407,0,399.195,0,0,96.8436,0,0.0103269,0,0.0571823,52,842,261.867,nan,63.3428,0.929602,0,0,23.8211,0.95,19.4435,461.537,399.195,358.877,68.1393,396.955,427.016,449.491,449.491,396.955,0,0,0,0,0,0,2.52542,0.95,180,20,14.4331,130.346,9,1,75.5669,0,0,0,0,0.2,14,nan,2.4
"Jan 4, 10:00 am",0,0.83699,2.56414,1,2,0.83699,0.83699,0,0,0,0.83699,0,0,1.72715,1.72715,1.72715,0,0,0,0.0259004,2.42899,2.67334,0,12.409,13.0621,13.7095,14.1042,14.8465,14.8465,13.7095,0,389.722,0,0,96.884,0,0.00607381,0,0.0833004,59,929,423.695,nan,51.9925,0.972017,0,0,32.9555,0.95,19.835,456.859,389.722,543.443,74.2388,600.397,617.682,650.192,650.192,600.397,0,0,0,0,0,0,3.82571,0.95,180,20,23.1143,141.703,10,1,66.8857,0,0,0,0,0.2,18,nan,2.2
"Jan 4, 11:00 am",0,0.829634,3.04154,1,2,0.829634,0.829634,0,0,0,0.829634,0,0,2.21191,2.21191,2.21191,0,0,0,0.0307227,1.93083,3.17366,0,14.9097,15.6944,16.8466,17.1013,18.0013,18.0013,16.8466,0,378.904,0,0,96.8053,0,0.00363191,0,0.101389,78,935,540.781,nan,42.6836,0.985106,0,0,41.6998,0.95,19.4203,449.244,378.904,652.96,95.9785,737.784,748.939,788.357,788.357,737.784,0,0,0,0,0,0,4.68225,0.95,180,20,29.6667,155.303,11,1,60.3333,0,0,0,0,0.2,22,nan,1.8
"Jan 4, 12:00 pm",0,0.814788,3.28099,1,2,0.814788,0.814788,0,0,0,0.814788,0,0,2.4662,2.4662,2.4662,0,0,0,0.0331413,1.74111,3.42537,0,16.5742,17.4466,18.5201,18.7179,19.7031,19.7031,18.5201,0,373.414,0,0,96.7525,0,0.00242528,0,0.111239,76,957,601.643,nan,37.0232,0.989432,0,0,46.0285,0.95,19.1502,445.389,373.414,725.858,93.8816,811.076,819.74,862.884,862.884,811.076,0,0,0,0,0,0,5.13432,0.95,180,20,33.3163,170.955,12,1,56.6837,0,0,0,0,0.2,24,nan,1.7
"Jan 4, 01:00 pm",0,0.792036,3.24599,1,2,0.792036,0.792036,0,0,0,0.792036,0,0,2.45395,2.45395,2.45395,0,0,0,0.0327877,1.73329,3.38881,0,16.5122,17.3813,18.411,18.6036,19.5827,19.5827,18.411,0,371.613,0,0,96.7529,0,0.00259628,0,0.110037,74,950,598.164,nan,36.7488,0.989649,0,0,47.3762,0.95,19.0623,443.572,371.613,723.143,91.5883,806.298,814.731,857.612,857.612,806.298,0,0,0,0,0,0,5.10574,0.95,180,20,33.4872,187.528,13,1,56.5128,0,0,0,0,0.2,25,nan,1.6
"Jan 4, 02:00 pm",0,0.792231,2.90656,1,2,0.792231,0.792231,0,0,0,0.792231,0,0,2.11433,2.11433,2.11433,0,0,0,0.0293592,1.90297,3.03277,0,14.5644,15.331,16.3401,16.5729,17.4451,17.4451,16.3401,0,373.274,0,0,96.8064,0,0.00428605,0,0.0968544,71,903,524.534,nan,41.9669,0.985953,0,0,45.8521,0.95,19.1499,443.409,373.274,637.839,87.9601,715.603,725.799,763.999,763.999,715.603,0,0,0,0,0,0,4.54622,0.95,180,20,30.1491,203.331,14,1,59.8508,0,0,0,0,0.2,25,nan,1.4
"Jan 4, 03:00 pm",0,0.854486,2.29658,1,3,0.854486,0.854486,0,0,0,0.854486,0,0,1.44209,1.44209,1.44209,0,0,0,0.0231978,2.36008,2.39513,0,11.2184,11.8088,12.7062,13.0502,13.7371,13.7371,12.7062,0,376.436,0,0,96.8539,0,0.00732943,0,0.0753525,61,822,393.228,nan,51.0126,0.973636,0,0,42.5265,0.95,19.2059,443.257,376.436,491.303,80.2243,556.459,571.527,601.607,601.607,556.459,0,0,0,0,0,0,3.55622,0.95,180,20,23.8391,217.149,15,1,66.1609,0,0,0,0,0.2,24,nan,0.9
"Jan 4, 04:00 pm",0,1.08368,1.33889,1,3,1.08368,1.08368,0,0,0,1.08368,0,0,0.255209,0.255209,0.255209,0,0,0,0.0135241,3.58026,1.39958,0,6.42968,6.76809,7.2632,7.75791,8.16622,8.16622,7.2632,0,383.832,0,0,96.6302,0,0.0121539,0,0.0471623,43,636,211.115,nan,62.2222,0.936231,0,0,33.4914,0.95,18.8789,445.16,383.832,281.584,58.1688,318.087,339.753,357.634,357.634,318.087,0,0,0,0,0,0,2.03316,0.95,180,20,15.3272,228.712,16,1,74.6728,0,0,0,0,0.2,22,nan,0.7
"Jan 4, 05:00 pm",1.50376,-0.0009999,-0.0009999,1,3,1.50276,1.50276,0,0,0,-0.0009999,0,0,0,-1.50376,-1.50376,0,0,0,9.9e-06,9.31968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,74.549,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,180,20,5.36033,238.361,17,1,84.6397,0,0,0,0,0.2,20,nan,1
"Jan 4, 06:00 pm",1.77848,-0.0009999,-0.0009999,1,3,1.77748,1.77748,0,0,0,-0.0009999,0,0,0,-1.77848,-1.77848,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,17,nan,1.2
"Jan 4, 07:00 pm",1.72957,-0.0009999,-0.0009999,1,3,1.72857,1.72857,0,0,0,-0.0009999,0,0,0,-1.72957,-1.72957,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,14,nan,1.3
"Jan 4, 08:00 pm",1.60113,-0.0009999,-0.0009999,1,1,1.60013,1.60013,0,0,0,-0.0009999,0,0,0,-1.60113,-1.60113,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,12,nan,1.4
"Jan 4, 09:00 pm",1.45926,-0.0009999,-0.0009999,1,1,1.45826,1.45826,0,0,0,-0.0009999,0,0,0,-1.45926,-1.45926,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,11,nan,1.4
