"Time stamp","Electricity from grid (year 1 hourly) | (kWh)","Electricity from system to load (year 1 hourly) | (kWh)","System power generated | (kW)","TOU period for demand charges (year 1 hourly)","Air temperature | ('C)","Wind speed | (m/s)","Wind direction | (deg)","TOU period for energy charges (year 1 hourly)","Electricity load (year 1) | (kW)","Bill load (year 1) | (kWh)","Demand charge with system (year 1 hourly) | ($)","Demand charge without system (year 1 hourly) | ($)","Electricity peak from grid per TOU period (year 1 hourly) | (kW)","Electricity peak from system to load (year 1 hourly) | (kW)","Electricity sales/purchases with system (year 1 hourly) | ($)","Electricity sales/purchases without system (year 1 hourly) | ($)","Electricity to grid (year 1 hourly) | (kWh)","Electricity to/from grid (year 1 hourly) | (kWh)","Electricity to/from grid peak (year 1 hourly) | (kW)","Energy charge with system (year 1 hourly) | ($)","Energy charge without system (year 1 hourly) | ($)","Lifetime electricity load | (kW)","Pressure | (atm)"
"Nov 23, 02:00 am",0.112179,0.320437,0.320437,1,3.761,6.24707,195,1,0.432616,0.432616,0,0,0,0.320437,0,0,0,-0.112179,-0.112179,0,0,0,0.770247
"Nov 23, 03:00 am",0.275098,0.146181,0.146181,1,3.621,4.89864,178,1,0.421279,0.421279,0,0,0,0.146181,0,0,0,-0.275098,-0.275098,0,0,0,0.770445
"Nov 23, 04:00 am",0.357163,0.0636799,0.0636799,1,3.201,4.08501,160,1,0.420843,0.420843,0,0,0,0.0636799,0,0,0,-0.357163,-0.357163,0,0,0,0.769556
"Nov 23, 05:00 am",0.411809,0.060054,0.060054,1,3.111,4.0377,163,1,0.471863,0.471863,0,0,0,0.060054,0,0,0,-0.411809,-0.411809,0,0,0,0.768471
"Nov 23, 06:00 am",0.567518,0.0556645,0.0556645,1,3.021,3.98025,197,1,0.623183,0.623183,0,0,0,0.0556645,0,0,0,-0.567518,-0.567518,0,0,0,0.767285
"Nov 23, 07:00 am",0.537627,0.327231,0.327231,1,3.341,6.30452,231,1,0.864858,0.864858,0,0,0,0.327231,0,0,0,-0.537627,-0.537627,0,0,0,0.765903
"Nov 23, 08:00 am",0,0.831449,1.44278,1,3.021,9.42383,235,1,0.831449,0.831449,0,0,0,0.831449,0,0,0.611334,0.611334,0.611334,0,0,0,0.764027
"Nov 23, 09:00 am",0,0.74578,2.10722,1,4.061,11.2606,234,1,0.74578,0.74578,0,0,0,0.74578,0,0,1.36144,1.36144,1.36144,0,0,0,0.764223
"Nov 23, 10:00 am",0,0.748327,2.22586,1,5.381,11.7963,237,2,0.748327,0.748327,0,0,0,0.748327,0,0,1.47754,1.47754,1.47754,0,0,0,0.763332
"Nov 23, 11:00 am",0,0.764538,2.359,1,6.581,13.203,246,2,0.764538,0.764538,0,0,0,0.764538,0,0,1.59446,1.59446,1.59446,0,0,0,0.762145
"Nov 23, 12:00 pm",0,0.750678,2.35597,1,7.241,13.1641,254,2,0.750678,0.750678,0,0,0,0.750678,0,0,1.60529,1.60529,1.60529,0,0,0,0.759281
"Nov 23, 01:00 pm",0,0.72634,2.10231,1,7.481,11.3079,256,2,0.72634,0.72634,0,0,0,0.72634,0,0,1.37597,1.37597,1.37597,0,0,0,0.759674
"Nov 23, 02:00 pm",0,0.729503,1.89836,1,7.381,10.5906,261,2,0.729503,0.729503,0,0,0,0.729503,0,0,1.16885,1.16885,1.16885,0,0,0,0.758687
"Nov 23, 03:00 pm",0,0.805922,1.14793,1,7.181,8.95492,262,3,0.805922,0.805922,0,0,0,0.805922,0,0,0.34201,0.34201,0.34201,0,0,0,0.759774
"Nov 23, 04:00 pm",0.358386,0.692544,0.692544,1,6.821,7.84475,258,3,1.05093,1.05093,0,0,0,0.692544,0,0,0,-0.358386,-0.358386,0,0,0,0.761058
"Nov 23, 05:00 pm",1.27669,0.181513,0.181513,1,5.091,5.2425,266,3,1.4582,1.4582,0,0,0,0.181513,0,0,0,-1.27669,-1.27669,0,0,0,0.762641
"Nov 23, 06:00 pm",1.67984,0,0,1,3.361,2.6504,307,3,1.67984,1.67984,0,0,0,0,0,0,0,-1.67984,-1.67984,0,0,0,0.764224
"Nov 23, 07:00 pm",1.58357,0,0,1,0.581,1.22424,33,3,1.58357,1.58357,0,0,0,0,0,0,0,-1.58357,-1.58357,0,0,0,0.762451
"Nov 23, 08:00 pm",1.15295,0.35302,0.35302,1,-0.459,6.45745,99,1,1.50597,1.50597,0,0,0,0.35302,0,0,0,-1.15295,-1.15295,0,0,0,0.763736
"Nov 23, 09:00 pm",0.660644,0.709986,0.709986,1,-1.559,7.80673,97,1,1.37063,1.37063,0,0,0,0.709986,0,0,0,-0.660644,-0.660644,0,0,0,0.762751
"Nov 23, 10:00 pm",0.258366,0.841384,0.841384,1,-3.659,8.1413,72,1,1.09975,1.09975,0,0,0,0.841384,0,0,0,-0.258366,-0.258366,0,0,0,0.761865
"Nov 23, 11:00 pm",0,0.84076,1.2335,1,-5.759,8.95492,64,1,0.84076,0.84076,0,0,0,0.84076,0,0,0.392739,0.392739,0.392739,0,0,0,0.762955
"Nov 24, 12:00 am",0,0.581361,0.776241,1,-7.259,7.93092,61,1,0.581361,0.581361,0,0,0,0.581361,0,0,0.19488,0.19488,0.19488,0,0,0,0.76197
"Nov 24, 01:00 am",0,0.47965,0.733202,1,-8.159,7.80673,78,1,0.47965,0.47965,0,0,0,0.47965,0,0,0.253552,0.253552,0.253552,0,0,0,0.762169
"Nov 24, 02:00 am",0,0.432616,1.27653,1,-8.619,9.01237,96,1,0.432616,0.432616,0,0,0,0.432616,0,0,0.84391,0.84391,0.84391,0,0,0,0.759602
"Nov 24, 03:00 am",0,0.421279,1.21723,1,-8.859,8.89747,105,1,0.421279,0.421279,0,0,0,0.421279,0,0,0.79595,0.79595,0.79595,0,0,0,0.761381
"Nov 24, 04:00 am",0,0.420843,0.817867,1,-8.959,8.0264,102,1,0.420843,0.420843,0,0,0,0.420843,0,0,0.397024,0.397024,0.397024,0,0,0,0.761479
"Nov 24, 05:00 am",0,0.471863,0.532113,1,-9.889,7.14687,87,1,0.471863,0.471863,0,0,0,0.471863,0,0,0.0602502,0.0602502,0.0602502,0,0,0,0.76237
"Nov 24, 06:00 am",0.28685,0.336333,0.336333,1,-10.819,6.2665,81,1,0.623183,0.623183,0,0,0,0.336333,0,0,0,-0.28685,-0.28685,0,0,0,0.76326
"Nov 24, 07:00 am",0.676988,0.18787,0.18787,1,-10.919,5.19519,87,1,0.864858,0.864858,0,0,0,0.18787,0,0,0,-0.676988,-0.676988,0,0,0,0.763062
"Nov 24, 08:00 am",0.620913,0.210536,0.210536,1,-10.619,5.37684,103,1,0.831449,0.831449,0,0,0,0.210536,0,0,0,-0.620913,-0.620913,0,0,0,0.763951
"Nov 24, 09:00 am",0.463642,0.282138,0.282138,1,-9.959,5.89306,95,1,0.74578,0.74578,0,0,0,0.282138,0,0,0,-0.463642,-0.463642,0,0,0,0.761975
"Nov 24, 10:00 am",0.498886,0.249441,0.249441,1,-9.359,5.6641,101,2,0.748327,0.748327,0,0,0,0.249441,0,0,0,-0.498886,-0.498886,0,0,0,0.762665
"Nov 24, 11:00 am",0.568139,0.196399,0.196399,1,-8.759,5.28137,97,2,0.764538,0.764538,0,0,0,0.196399,0,0,0,-0.568139,-0.568139,0,0,0,0.764639
"Nov 24, 12:00 pm",0.723995,0.0266827,0.0266827,1,-8.259,3.54936,85,2,0.750678,0.750678,0,0,0,0.0266827,0,0,0,-0.723995,-0.723995,0,0,0,0.761577
"Nov 24, 01:00 pm",0.698146,0.0281939,0.0281939,1,-7.759,3.56879,83,2,0.72634,0.72634,0,0,0,0.0281939,0,0,0,-0.698146,-0.698146,0,0,0,0.763452
"Nov 24, 02:00 pm",0.688633,0.04087,0.04087,1,-7.319,3.74115,93,2,0.729503,0.729503,0,0,0,0.04087,0,0,0,-0.688633,-0.688633,0,0,0,0.762464
"Nov 24, 03:00 pm",0.725451,0.0804708,0.0804708,1,-7.019,4.26666,88,3,0.805922,0.805922,0,0,0,0.0804708,0,0,0,-0.725451,-0.725451,0,0,0,0.763254
"Nov 24, 04:00 pm",0.994933,0.0559968,0.0559968,1,-7.159,3.94138,78,3,1.05093,1.05093,0,0,0,0.0559968,0,0,0,-0.994933,-0.994933,0,0,0,0.763649
"Nov 24, 05:00 pm",1.31736,0.140839,0.140839,1,-7.639,4.79303,83,3,1.4582,1.4582,0,0,0,0.140839,0,0,0,-1.31736,-1.31736,0,0,0,0.766118
"Nov 24, 06:00 pm",1.43361,0.246229,0.246229,1,-8.119,5.63538,93,3,1.67984,1.67984,0,0,0,0.246229,0,0,0,-1.43361,-1.43361,0,0,0,0.768687
"Nov 24, 07:00 pm",1.32254,0.261027,0.261027,1,-8.659,5.74014,107,3,1.58357,1.58357,0,0,0,0.261027,0,0,0,-1.32254,-1.32254,0,0,0,0.767108
"Nov 24, 08:00 pm",1.22465,0.281316,0.281316,1,-8.859,5.88377,107,1,1.50597,1.50597,0,0,0,0.281316,0,0,0,-1.22465,-1.22465,0,0,0,0.766516
"Nov 24, 09:00 pm",1.14974,0.220889,0.220889,1,-9.019,5.45288,107,1,1.37063,1.37063,0,0,0,0.220889,0,0,0,-1.14974,-1.14974,0,0,0,0.767405
"Nov 24, 10:00 pm",0.984379,0.115371,0.115371,1,-9.119,4.55392,116,1,1.09975,1.09975,0,0,0,0.115371,0,0,0,-0.984379,-0.984379,0,0,0,0.76859
"Nov 24, 11:00 pm",0.784779,0.055981,0.055981,1,-9.199,3.9228,97,1,0.84076,0.84076,0,0,0,0.055981,0,0,0,-0.784779,-0.784779,0,0,0,0.768492
"Nov 25, 12:00 am",0.587935,0,0,1,-9.319,2.81262,77,1,0.587935,0.587935,0,0,0,0,0,0,0,-0.587935,-0.587935,0,0,0,0.767998
"Nov 25, 01:00 am",0.483597,0,0,1,-9.599,2.14263,43,1,0.483597,0.483597,0,0,0,0,0,0,0,-0.483597,-0.483597,0,0,0,0.766517
"Nov 25, 02:00 am",0.435227,0,0,1,-10.179,2.61154,7,1,0.435227,0.435227,0,0,0,0,0,0,0,-0.435227,-0.435227,0,0,0,0.767604
"Nov 25, 03:00 am",0.422644,0,0,1,-10.819,2.7746,323,1,0.422644,0.422644,0,0,0,0,0,0,0,-0.422644,-0.422644,0,0,0,0.767704
"Nov 25, 04:00 am",0.365478,0.0580358,0.0580358,1,-11.399,3.94138,286,1,0.423514,0.423514,0,0,0,0.0580358,0,0,0,-0.365478,-0.365478,0,0,0,0.767113
"Nov 25, 05:00 am",0.34718,0.12878,0.12878,1,-11.799,4.65953,278,1,0.47596,0.47596,0,0,0,0.12878,0,0,0,-0.34718,-0.34718,0,0,0,0.767114
"Nov 25, 06:00 am",0.423374,0.213118,0.213118,1,-12.199,5.37684,246,1,0.636492,0.636492,0,0,0,0.213118,0,0,0,-0.423374,-0.423374,0,0,0,0.767114
"Nov 25, 07:00 am",0.379037,0.506983,0.506983,1,-12.159,7.01254,243,1,0.88602,0.88602,0,0,0,0.506983,0,0,0,-0.379037,-0.379037,0,0,0,0.764744
"Nov 25, 08:00 am",0,0.863886,0.869956,1,-11.719,8.12271,244,1,0.863886,0.863886,0,0,0,0.863886,0,0,0.00607032,0.00607032,0.00607032,0,0,0,0.765335
"Nov 25, 09:00 am",0,0.790811,0.950462,1,-10.419,8.35168,253,1,0.790811,0.790811,0,0,0,0.790811,0,0,0.159651,0.159651,0.159651,0,0,0,0.764741
"Nov 25, 10:00 am",0,0.799243,1.54716,1,-8.959,9.47115,262,2,0.799243,0.799243,0,0,0,0.799243,0,0,0.747918,0.747918,0.747918,0,0,0,0.763849
"Nov 25, 11:00 am",0,0.817026,1.84644,1,-7.459,10.2366,270,2,0.817026,0.817026,0,0,0,0.817026,0,0,1.02942,1.02942,1.02942,0,0,0,0.76434
"Nov 25, 12:00 pm",0,0.798488,1.66697,1,-6.159,9.77784,281,2,0.798488,0.798488,0,0,0,0.798488,0,0,0.868485,0.868485,0.868485,0,0,0,0.763647
"Nov 25, 01:00 pm",0,0.769928,1.65182,1,-5.059,9.74911,302,2,0.769928,0.769928,0,0,0,0.769928,0,0,0.881892,0.881892,0.881892,0,0,0,0.76404
"Nov 25, 02:00 pm",0,0.768628,1.37577,1,-4.559,9.21346,311,2,0.768628,0.768628,0,0,0,0.768628,0,0,0.607143,0.607143,0.607143,0,0,0,0.765026
"Nov 25, 03:00 pm",0,0.842981,1.22478,1,-4.659,8.93549,313,3,0.842981,0.842981,0,0,0,0.842981,0,0,0.381796,0.381796,0.381796,0,0,0,0.767101
"Nov 25, 04:00 pm",0,1.08685,1.41404,1,-5.259,9.26077,310,3,1.08685,1.08685,0,0,0,1.08685,0,0,0.327192,0.327192,0.327192,0,0,0,0.768188
"Nov 25, 05:00 pm",0,1.49356,1.70332,1,-6.819,9.84459,303,3,1.49356,1.49356,0,0,0,1.49356,0,0,0.209759,0.209759,0.209759,0,0,0,0.768784
"Nov 25, 06:00 pm",0,1.71415,1.92799,1,-8.379,10.4183,307,3,1.71415,1.71415,0,0,0,1.71415,0,0,0.213836,0.213836,0.213836,0,0,0,0.769477
"Nov 25, 07:00 pm",0.330731,1.28709,1.28709,1,-9.079,8.98365,301,3,1.61782,1.61782,0,0,0,1.28709,0,0,0,-0.330731,-0.330731,0,0,0,0.770368
"Nov 25, 08:00 pm",0.433986,1.10683,1.10683,1,-9.579,8.65837,302,1,1.54082,1.54082,0,0,0,1.10683,0,0,0,-0.433986,-0.433986,0,0,0,0.770763
"Nov 25, 09:00 pm",0.826846,0.579384,0.579384,1,-9.939,7.31923,293,1,1.40623,1.40623,0,0,0,0.579384,0,0,0,-0.826846,-0.826846,0,0,0,0.771159
"Nov 25, 10:00 pm",0.838209,0.289831,0.289831,1,-10.199,5.92179,278,1,1.12804,1.12804,0,0,0,0.289831,0,0,0,-0.838209,-0.838209,0,0,0,0.771258
"Nov 25, 11:00 pm",0.360211,0.496084,0.496084,1,-10.379,6.95508,269,1,0.856295,0.856295,0,0,0,0.496084,0,0,0,-0.360211,-0.360211,0,0,0,0.773727
"Nov 26, 12:00 am",0.0480632,0.539872,0.539872,1,-10.639,7.14687,266,1,0.587935,0.587935,0,0,0,0.539872,0,0,0,-0.0480632,-0.0480632,0,0,0,0.770765
"Nov 26, 01:00 am",0.0123696,0.471227,0.471227,1,-10.919,6.85032,264,1,0.483597,0.483597,0,0,0,0.471227,0,0,0,-0.0123696,-0.0123696,0,0,0,0.772049
"Nov 26, 02:00 am",0,0.435227,0.644233,1,-11.199,7.51017,266,1,0.435227,0.435227,0,0,0,0.435227,0,0,0.209006,0.209006,0.209006,0,0,0,0.771556
"Nov 26, 03:00 am",0,0.422644,0.668408,1,-11.359,7.56762,255,1,0.422644,0.422644,0,0,0,0.422644,0,0,0.245764,0.245764,0.245764,0,0,0,0.773037
"Nov 26, 04:00 am",0,0.423514,0.774941,1,-11.419,7.84475,254,1,0.423514,0.423514,0,0,0,0.423514,0,0,0.351427,0.351427,0.351427,0,0,0,0.774025
"Nov 26, 05:00 am",0,0.47596,0.557738,1,-10.929,7.21362,242,1,0.47596,0.47596,0,0,0,0.47596,0,0,0.0817785,0.0817785,0.0817785,0,0,0,0.77274
"Nov 26, 06:00 am",0.236557,0.404096,0.404096,1,-10.439,6.57235,248,1,0.640653,0.640653,0,0,0,0.404096,0,0,0,-0.236557,-0.236557,0,0,0,0.771456
"Nov 26, 07:00 am",0.28921,0.59681,0.59681,1,-10.619,7.38597,252,1,0.88602,0.88602,0,0,0,0.59681,0,0,0,-0.28921,-0.28921,0,0,0,0.771358
"Nov 26, 08:00 am",0.0383868,0.825499,0.825499,1,-10.839,7.98838,251,1,0.863886,0.863886,0,0,0,0.825499,0,0,0,-0.0383868,-0.0383868,0,0,0,0.77274
"Nov 26, 09:00 am",0.333941,0.45687,0.45687,1,-10.379,6.79287,255,1,0.790811,0.790811,0,0,0,0.45687,0,0,0,-0.333941,-0.333941,0,0,0,0.772542
"Nov 26, 10:00 am",0.273359,0.525884,0.525884,1,-9.159,7.10801,260,2,0.799243,0.799243,0,0,0,0.525884,0,0,0,-0.273359,-0.273359,0,0,0,0.768492
"Nov 26, 11:00 am",0.305499,0.511527,0.511527,1,-7.699,7.06069,267,2,0.817026,0.817026,0,0,0,0.511527,0,0,0,-0.305499,-0.305499,0,0,0,0.768291
"Nov 26, 12:00 pm",0.272538,0.52595,0.52595,1,-6.459,7.13673,272,2,0.798488,0.798488,0,0,0,0.52595,0,0,0,-0.272538,-0.272538,0,0,0,0.767104
"Nov 26, 01:00 pm",0.365219,0.404709,0.404709,1,-5.259,6.6298,272,2,0.769928,0.769928,0,0,0,0.404709,0,0,0,-0.365219,-0.365219,0,0,0,0.767299
"Nov 26, 02:00 pm",0.399319,0.369309,0.369309,1,-4.419,6.48617,267,2,0.768628,0.768628,0,0,0,0.369309,0,0,0,-0.399319,-0.399319,0,0,0,0.7671
"Nov 26, 03:00 pm",0.487342,0.355639,0.355639,1,-3.959,6.42872,266,3,0.842981,0.842981,0,0,0,0.355639,0,0,0,-0.487342,-0.487342,0,0,0,0.768087
"Nov 26, 04:00 pm",0.689267,0.397584,0.397584,1,-3.919,6.60108,262,3,1.08685,1.08685,0,0,0,0.397584,0,0,0,-0.689267,-0.689267,0,0,0,0.770556
"Nov 26, 05:00 pm",1.06816,0.425405,0.425405,1,-4.509,6.71598,266,3,1.49356,1.49356,0,0,0,0.425405,0,0,0,-1.06816,-1.06816,0,0,0,0.770161
"Nov 26, 06:00 pm",1.26314,0.45101,0.45101,1,-5.099,6.82159,263,3,1.71415,1.71415,0,0,0,0.45101,0,0,0,-1.26314,-1.26314,0,0,0,0.769669
"Nov 26, 07:00 pm",0.949934,0.667886,0.667886,1,-5.619,7.62508,240,3,1.61782,1.61782,0,0,0,0.667886,0,0,0,-0.949934,-0.949934,0,0,0,0.771842
"Nov 26, 08:00 pm",0,1.54082,1.63161,1,-6.319,9.6435,238,1,1.54082,1.54082,0,0,0,1.54082,0,0,0.0907851,0.0907851,0.0907851,0,0,0,0.772732
"Nov 26, 09:00 pm",0,1.40623,1.6042,1,-6.899,9.56746,236,1,1.40623,1.40623,0,0,0,1.40623,0,0,0.197974,0.197974,0.197974,0,0,0,0.771845
"Nov 26, 10:00 pm",0,1.12804,1.62532,1,-7.259,9.62492,237,1,1.12804,1.12804,0,0,0,1.12804,0,0,0.497275,0.497275,0.497275,0,0,0,0.770462
"Nov 26, 11:00 pm",0,0.856295,1.95635,1,-7.439,10.4951,240,1,0.856295,0.856295,0,0,0,0.856295,0,0,1.10006,1.10006,1.10006,0,0,0,0.771846
"Nov 27, 12:00 am",0,0.581361,1.97738,1,-7.619,10.5526,241,1,0.581361,0.581361,0,0,0,0.581361,0,0,1.39602,1.39602,1.39602,0,0,0,0.770957
"Nov 27, 01:00 am",0,0.47965,2.17415,1,-7.699,11.3561,243,1,0.47965,0.47965,0,0,0,0.47965,0,0,1.6945,1.6945,1.6945,0,0,0,0.769871
"Nov 27, 02:00 am",0,0.432616,2.24224,1,-7.839,11.6526,245,1,0.432616,0.432616,0,0,0,0.432616,0,0,1.80962,1.80962,1.80962,0,0,0,0.767995
"Nov 27, 03:00 am",0,0.421279,2.28969,1,-7.939,12.0928,244,1,0.421279,0.421279,0,0,0,0.421279,0,0,1.86841,1.86841,1.86841,0,0,0,0.770464
"Nov 27, 04:00 am",0,0.420843,2.20238,1,-8.279,11.4617,248,1,0.420843,0.420843,0,0,0,0.420843,0,0,1.78153,1.78153,1.78153,0,0,0,0.771057
"Nov 27, 05:00 am",0,0.471863,2.08893,1,-8.899,10.9734,248,1,0.471863,0.471863,0,0,0,0.471863,0,0,1.61707,1.61707,1.61707,0,0,0,0.770762
"Nov 27, 06:00 am",0,0.623183,1.96086,1,-9.519,10.4859,250,1,0.623183,0.623183,0,0,0,0.623183,0,0,1.33767,1.33767,1.33767,0,0,0,0.770466
"Nov 27, 07:00 am",0,0.864858,1.7166,1,-9.459,9.85388,248,1,0.864858,0.864858,0,0,0,0.864858,0,0,0.851743,0.851743,0.851743,0,0,0,0.767208
"Nov 27, 08:00 am",0,0.831449,1.71941,1,-9.039,9.86402,252,1,0.831449,0.831449,0,0,0,0.831449,0,0,0.88796,0.88796,0.88796,0,0,0,0.7678
"Nov 27, 09:00 am",0,0.74578,1.65858,1,-7.979,9.71025,252,1,0.74578,0.74578,0,0,0,0.74578,0,0,0.912796,0.912796,0.912796,0,0,0,0.769082
"Nov 27, 10:00 am",0,0.748327,1.68874,1,-6.859,9.81586,254,2,0.748327,0.748327,0,0,0,0.748327,0,0,0.940413,0.940413,0.940413,0,0,0,0.766314
"Nov 27, 11:00 am",0,0.764538,1.43901,1,-5.619,9.30893,258,2,0.764538,0.764538,0,0,0,0.764538,0,0,0.674471,0.674471,0.674471,0,0,0,0.766214
"Nov 27, 12:00 pm",0,0.750678,1.5783,1,-4.519,9.56746,262,2,0.750678,0.750678,0,0,0,0.750678,0,0,0.827622,0.827622,0.827622,0,0,0,0.766705
"Nov 27, 01:00 pm",0,0.72634,1.44961,1,-3.619,9.34695,267,2,0.72634,0.72634,0,0,0,0.72634,0,0,0.723268,0.723268,0.723268,0,0,0,0.767198
"Nov 27, 02:00 pm",0,0.729503,1.45623,1,-2.959,9.36638,266,2,0.729503,0.729503,0,0,0,0.729503,0,0,0.72673,0.72673,0.72673,0,0,0,0.767197
"Nov 27, 03:00 pm",0,0.805922,1.49515,1,-2.419,9.44242,268,3,0.805922,0.805922,0,0,0,0.805922,0,0,0.689228,0.689228,0.689228,0,0,0,0.767097
"Nov 27, 04:00 pm",0,1.05093,1.14048,1,-2.319,8.802,263,3,1.05093,1.05093,0,0,0,1.05093,0,0,0.0895513,0.0895513,0.0895513,0,0,0,0.769467
"Nov 27, 05:00 pm",0.371773,1.08643,1.08643,1,-2.909,8.69639,263,3,1.4582,1.4582,0,0,0,1.08643,0,0,0,-0.371773,-0.371773,0,0,0,0.770258
"Nov 27, 06:00 pm",0.64711,1.03273,1.03273,1,-3.499,8.59162,255,3,1.67984,1.67984,0,0,0,1.03273,0,0,0,-0.64711,-0.64711,0,0,0,0.771049
"Nov 27, 07:00 pm",0.266073,1.3175,1.3175,1,-3.859,9.07912,252,3,1.58357,1.58357,0,0,0,1.3175,0,0,0,-0.266073,-0.266073,0,0,0,0.774802
"Nov 27, 08:00 pm",0,1.50597,1.9007,1,-4.259,10.3802,246,1,1.50597,1.50597,0,0,0,1.50597,0,0,0.394727,0.394727,0.394727,0,0,0,0.773716
"Nov 27, 09:00 pm",0,1.37063,1.79622,1,-4.619,10.093,243,1,1.37063,1.37063,0,0,0,1.37063,0,0,0.425589,0.425589,0.425589,0,0,0,0.774803
"Nov 27, 10:00 pm",0,1.09975,1.92549,1,-5.019,10.4377,246,1,1.09975,1.09975,0,0,0,1.09975,0,0,0.825739,0.825739,0.825739,0,0,0,0.773421
"Nov 27, 11:00 pm",0,0.84076,1.95005,1,-5.279,10.4951,243,1,0.84076,0.84076,0,0,0,0.84076,0,0,1.10929,1.10929,1.10929,0,0,0,0.774409
"Nov 28, 12:00 am",0,0.581361,2.07831,1,-5.379,10.9641,240,1,0.581361,0.581361,0,0,0,0.581361,0,0,1.49695,1.49695,1.49695,0,0,0,0.773422
"Nov 28, 01:00 am",0,0.47965,2.18947,1,-5.439,11.433,240,1,0.47965,0.47965,0,0,0,0.47965,0,0,1.70982,1.70982,1.70982,0,0,0,0.774014
"Nov 28, 02:00 am",0,0.432616,2.22658,1,-5.439,11.5952,241,1,0.432616,0.432616,0,0,0,0.432616,0,0,1.79397,1.79397,1.79397,0,0,0,0.773126
"Nov 28, 03:00 am",0,0.421279,2.27057,1,-5.539,11.9019,243,1,0.421279,0.421279,0,0,0,0.421279,0,0,1.84929,1.84929,1.84929,0,0,0,0.775101
"Nov 28, 04:00 am",0,0.420843,2.25532,1,-5.739,11.7295,246,1,0.420843,0.420843,0,0,0,0.420843,0,0,1.83448,1.83448,1.83448,0,0,0,0.776582
"Nov 28, 05:00 am",0,0.471863,2.20295,1,-5.389,11.4803,243,1,0.471863,0.471863,0,0,0,0.471863,0,0,1.73109,1.73109,1.73109,0,0,0,0.776188
"Nov 28, 06:00 am",0,0.623183,2.14287,1,-5.039,11.2319,237,1,0.623183,0.623183,0,0,0,0.623183,0,0,1.51969,1.51969,1.51969,0,0,0,0.775792
"Nov 28, 07:00 am",0,0.864858,2.16764,1,-4.799,11.3468,237,1,0.864858,0.864858,0,0,0,0.864858,0,0,1.30278,1.30278,1.30278,0,0,0,0.774508
"Nov 28, 08:00 am",0,0.831449,2.0701,1,-4.239,10.9353,238,1,0.831449,0.831449,0,0,0,0.831449,0,0,1.23865,1.23865,1.23865,0,0,0,0.775395
"Nov 28, 09:00 am",0,0.74578,2.02401,1,-3.099,10.7723,240,1,0.74578,0.74578,0,0,0,0.74578,0,0,1.27823,1.27823,1.27823,0,0,0,0.771542
"Nov 28, 10:00 am",0,0.748327,2.06579,1,-1.619,10.9734,242,2,0.748327,0.748327,0,0,0,0.748327,0,0,1.31746,1.31746,1.31746,0,0,0,0.770947
"Nov 28, 11:00 am",0,0.764538,2.29357,1,-0.159,12.2365,246,2,0.764538,0.764538,0,0,0,0.764538,0,0,1.52904,1.52904,1.52904,0,0,0,0.773315
"Nov 28, 12:00 pm",0,0.750678,2.14907,1,1.141,11.3654,244,2,0.750678,0.750678,0,0,0,0.750678,0,0,1.39839,1.39839,1.39839,0,0,0,0.771436
"Nov 28, 01:00 pm",0,0.72634,2.02428,1,2.141,10.8584,249,2,0.72634,0.72634,0,0,0,0.72634,0,0,1.29794,1.29794,1.29794,0,0,0,0.768176
"Nov 28, 02:00 pm",0,0.729503,2.21834,1,2.841,11.6907,248,2,0.729503,0.729503,0,0,0,0.729503,0,0,1.48884,1.48884,1.48884,0,0,0,0.770643
"Nov 28, 03:00 pm",0,0.805922,2.0648,1,2.841,11.0308,251,3,0.805922,0.805922,0,0,0,0.805922,0,0,1.25888,1.25888,1.25888,0,0,0,0.770544
"Nov 28, 04:00 pm",0,1.05093,2.21327,1,2.221,11.6526,251,3,1.05093,1.05093,0,0,0,1.05093,0,0,1.16234,1.16234,1.16234,0,0,0,0.772125
"Nov 28, 05:00 pm",0,1.4582,2.27159,1,1.581,12.0354,244,3,1.4582,1.4582,0,0,0,1.4582,0,0,0.813388,0.813388,0.813388,0,0,0,0.771633
"Nov 28, 06:00 pm",0,1.67984,2.30786,1,0.941,12.4181,238,3,1.67984,1.67984,0,0,0,1.67984,0,0,0.628019,0.628019,0.628019,0,0,0,0.771042
"Nov 28, 07:00 pm",0,1.58357,2.36208,1,0.681,13.1261,237,3,1.58357,1.58357,0,0,0,1.58357,0,0,0.778508,0.778508,0.778508,0,0,0,0.770844
"Nov 28, 08:00 pm",0,1.50597,2.33125,1,0.281,12.6378,244,1,1.50597,1.50597,0,0,0,1.50597,0,0,0.825279,0.825279,0.825279,0,0,0,0.774894
"Nov 28, 09:00 pm",0,1.37063,2.4,1,-0.059,13.9871,235,1,1.37063,1.37063,0,0,0,1.37063,0,0,1.02937,1.02937,1.02937,0,0,0,0.773216
"Nov 28, 10:00 pm",0,1.09975,2.38564,1,-0.219,13.6136,234,1,1.09975,1.09975,0,0,0,1.09975,0,0,1.28589,1.28589,1.28589,0,0,0,0.77134
"Nov 28, 11:00 pm",0,0.84076,2.37329,1,-0.519,13.3272,240,1,0.84076,0.84076,0,0,0,0.84076,0,0,1.53253,1.53253,1.53253,0,0,0,0.774302
"Nov 29, 12:00 am",0,0.581361,2.31763,1,-0.819,12.495,240,1,0.581361,0.581361,0,0,0,0.581361,0,0,1.73627,1.73627,1.73627,0,0,0,0.771242
